# y_plus, uu_plus, vv_plus, minus_uv_plus
9.75151470e+01, 1.91091364e+00, 1.91091364e+00, 8.64726815e-01
9.90508186e+01, 1.90853197e+00, 1.90853197e+00, 8.63761583e-01
1.00586490e+02, 1.90612909e+00, 1.90612909e+00, 8.62776168e-01
1.02122162e+02, 1.90370502e+00, 1.90370502e+00, 8.61787107e-01
1.03657833e+02, 1.90126681e+00, 1.90126681e+00, 8.60810707e-01
1.05193505e+02, 1.89880740e+00, 1.89880740e+00, 8.59506047e-01
1.06729177e+02, 1.89633385e+00, 1.89633385e+00, 8.58235472e-01
1.08264848e+02, 1.89383910e+00, 1.89383910e+00, 8.57012268e-01
1.09800520e+02, 1.89133022e+00, 1.89133022e+00, 8.56218479e-01
1.11336191e+02, 1.88880720e+00, 1.88880720e+00, 8.55140754e-01
1.12871863e+02, 1.88627005e+00, 1.88627005e+00, 8.53781318e-01
1.14407535e+02, 1.88371876e+00, 1.88371876e+00, 8.52896174e-01
1.15943206e+02, 1.88115334e+00, 1.88115334e+00, 8.51751615e-01
1.17478878e+02, 1.87858085e+00, 1.87858085e+00, 8.50347282e-01
1.19014549e+02, 1.87599423e+00, 1.87599423e+00, 8.49464389e-01
1.20550221e+02, 1.87340054e+00, 1.87340054e+00, 8.48342108e-01
1.22085893e+02, 1.87079271e+00, 1.87079271e+00, 8.46982310e-01
1.23621564e+02, 1.86817782e+00, 1.86817782e+00, 8.46187408e-01
1.25157236e+02, 1.86555586e+00, 1.86555586e+00, 8.45173557e-01
1.26692908e+02, 1.86291977e+00, 1.86291977e+00, 8.43537556e-01
1.28228579e+02, 1.86027661e+00, 1.86027661e+00, 8.42501301e-01
1.29764251e+02, 1.85762638e+00, 1.85762638e+00, 8.41673959e-01
1.31299922e+02, 1.85496908e+00, 1.85496908e+00, 8.40231919e-01
1.32835594e+02, 1.85230472e+00, 1.85230472e+00, 8.39431841e-01
1.34371266e+02, 1.84963329e+00, 1.84963329e+00, 8.38445271e-01
1.35906937e+02, 1.84696186e+00, 1.84696186e+00, 8.36845983e-01
1.37442609e+02, 1.84427630e+00, 1.84427630e+00, 8.35922559e-01
1.38978280e+02, 1.84158366e+00, 1.84158366e+00, 8.34823933e-01
1.40513952e+02, 1.83889103e+00, 1.83889103e+00, 8.33552486e-01
1.42049624e+02, 1.83619133e+00, 1.83619133e+00, 8.32553171e-01
1.43585295e+02, 1.83348457e+00, 1.83348457e+00, 8.31390533e-01
1.45120967e+02, 1.83077073e+00, 1.83077073e+00, 8.30515253e-01
1.46656638e+02, 1.82804983e+00, 1.82804983e+00, 8.29034112e-01
1.48192310e+02, 1.82532893e+00, 1.82532893e+00, 8.27850492e-01
1.49727982e+02, 1.82260803e+00, 1.82260803e+00, 8.26974629e-01
1.51263653e+02, 1.81987299e+00, 1.81987299e+00, 8.25956758e-01
1.52799325e+02, 1.81713796e+00, 1.81713796e+00, 8.24796077e-01
1.54334996e+02, 1.81440292e+00, 1.81440292e+00, 8.23495568e-01
1.55870668e+02, 1.81166082e+00, 1.81166082e+00, 8.22526904e-01
1.57406340e+02, 1.80891165e+00, 1.80891165e+00, 8.20951337e-01
1.58942011e+02, 1.80616248e+00, 1.80616248e+00, 8.20196784e-01
1.60477683e+02, 1.80340624e+00, 1.80340624e+00, 8.19318384e-01
1.62013354e+02, 1.80065000e+00, 1.80065000e+00, 8.17832015e-01
1.63549026e+02, 1.79788670e+00, 1.79788670e+00, 8.16706564e-01
1.65084698e+02, 1.79512339e+00, 1.79512339e+00, 8.15461008e-01
1.66620369e+02, 1.79235302e+00, 1.79235302e+00, 8.14590569e-01
1.68156041e+02, 1.78958265e+00, 1.78958265e+00, 8.13607070e-01
1.69691712e+02, 1.78680521e+00, 1.78680521e+00, 8.12513108e-01
1.71227384e+02, 1.78402777e+00, 1.78402777e+00, 8.11308671e-01
1.72763056e+02, 1.78124326e+00, 1.78124326e+00, 8.09994615e-01
1.74298727e+02, 1.77845876e+00, 1.77845876e+00, 8.09080977e-01
1.75834399e+02, 1.77567425e+00, 1.77567425e+00, 8.08065250e-01
1.77370071e+02, 1.77288268e+00, 1.77288268e+00, 8.06949052e-01
1.78905742e+02, 1.77008403e+00, 1.77008403e+00, 8.05733152e-01
1.80441414e+02, 1.76728539e+00, 1.76728539e+00, 8.04417501e-01
1.81977085e+02, 1.76448675e+00, 1.76448675e+00, 8.03526356e-01
1.83512757e+02, 1.76168104e+00, 1.76168104e+00, 8.02544227e-01
1.85048429e+02, 1.75887533e+00, 1.75887533e+00, 8.01470190e-01
